epoch,loss
0,0.014744865577846862
1,0.007836003832542909
2,0.006972523248111362
3,0.006667499873775237
4,0.006474044590914103
5,0.006335097385954068
6,0.006234085486492136
7,0.006147087972090364
8,0.006084080947028312
9,0.0060201222459679285
10,0.005967453308005915
11,0.005911936639065645
12,0.005872595679559601
13,0.005838924127838623
14,0.005795757723584564
15,0.0057510095270770015
16,0.005731088702200158
17,0.005704575752006524
18,0.0056912231506539256
19,0.005645065436193376
20,0.005620216958228749
21,0.005584658835214446
22,0.005576900873937532
23,0.005558894897474169
24,0.0055369528292766755
25,0.005519760054960576
26,0.005508132311719268
27,0.005467171929856184
28,0.005467142509207081
29,0.005435512886206712
30,0.005417540520350096
31,0.005399688854694303
32,0.00540189295828247
33,0.005382734455720879
34,0.005354176410111095
35,0.005342993775945208
36,0.005331652802529495
37,0.0053123658346042055
38,0.005293846865390351
39,0.005282033302919619
40,0.0052762652226508045
41,0.005251730578030155
42,0.0052461011430672035
43,0.005228603837202555
44,0.005223272751476079
45,0.005205501778908034
46,0.005203116590230703
47,0.005186042416415385
48,0.005172812198005466
49,0.0051668071026020265
50,0.005146211735792896
51,0.0051346369874897225
52,0.005131216861880131
53,0.005123656409073983
54,0.005102436903569939
55,0.005084275501097375
56,0.005092539337514368
57,0.005082491704778648
58,0.0050665083114681975
59,0.005054369214981826
60,0.005042719279526233
61,0.005034155947858967
