epoch,loss
0,0.04169599562883377
1,0.030833544954657555
2,0.024310463666915895
3,0.01785736922174692
4,0.013894293084740638
5,0.013109789788722992
6,0.012649036385118962
7,0.012251774780452251
8,0.011977897584438324
9,0.011838458292186261
10,0.01172991693019867
11,0.011643218249082566
12,0.011561715789139271
13,0.011459913104772568
14,0.01134125217795372
15,0.011167471110820771
16,0.010928503796458244
17,0.010577513091266155
18,0.010224797390401363
19,0.009930033050477505
20,0.009717470780014992
21,0.009494045004248618
22,0.009317054972052574
23,0.008909221366047859
24,0.008529401198029519
25,0.008193085342645645
26,0.007831811718642712
27,0.007591918669641018
28,0.007427851483225822
29,0.007306355983018875
30,0.007196387276053429
31,0.007104002684354782
32,0.007013552635908127
33,0.00692681260406971
34,0.006835167948156595
35,0.006789700128138065
36,0.00662183128297329
37,0.006463632732629776
38,0.006312273535877466
39,0.006141218729317189
40,0.006028121616691351
41,0.005893715843558312
42,0.005800855718553067
43,0.005639894027262926
44,0.005528198927640915
45,0.0054224454797804356
46,0.00534815238788724
47,0.00527635682374239
48,0.005260682478547096
49,0.0052304469048976895
