iter,acc,nmi,ari,loss
0,0.58426,0.01603,0.0278,0
140,0.57721,0.01444,0.02357,0.00061
280,0.57105,0.01288,0.02006,0.00314
420,0.57691,0.01498,0.02349,0.01533
560,0.57821,0.01498,0.02422,0.03243
700,0.58053,0.01584,0.02567,0.04085
840,0.58314,0.01694,0.02737,0.04046
980,0.58269,0.01709,0.02713,0.03878
1120,0.58293,0.01742,0.02731,0.0453
1260,0.58293,0.01732,0.0273,0.03989
1400,0.57888,0.01601,0.02474,0.03376
1540,0.57639,0.01508,0.02321,0.02846
1680,0.57114,0.01356,0.02017,0.04057
1820,0.57119,0.01345,0.02019,0.0316
1960,0.57282,0.01375,0.0211,0.0254
2100,0.57212,0.01338,0.02068,0.02862
2240,0.57317,0.01394,0.02131,0.02592
2380,0.57251,0.01393,0.02094,0.02344
2520,0.57226,0.01379,0.0208,0.02646
2660,0.57035,0.01314,0.01972,0.02674
2800,0.57012,0.01304,0.01959,0.02094
2940,0.57104,0.01322,0.02009,0.0197
3080,0.57211,0.01349,0.02069,0.02581
3220,0.57089,0.01324,0.02001,0.02245
3360,0.56915,0.01278,0.01906,0.02871
3500,0.56957,0.01275,0.01928,0.02102
3640,0.57072,0.01307,0.01991,0.02908
3780,0.56725,0.0124,0.01805,0.01791
3920,0.56834,0.01153,0.01851,0.02536
4060,0.5653,0.01068,0.01692,0.04158
4200,0.56428,0.01048,0.01641,0.01567
4340,0.56602,0.0109,0.01729,0.01679
4480,0.5679,0.01108,0.01822,0.03034
4620,0.56777,0.01105,0.01815,0.03236
4760,0.56797,0.01097,0.01824,0.02347
4900,0.56734,0.01054,0.01785,0.01453
5040,0.56363,0.00979,0.01602,0.01519
5180,0.563,0.00989,0.01574,0.01908
5320,0.56402,0.00994,0.01621,0.02576
5460,0.5632,0.00976,0.01581,0.03343
5600,0.5614,0.00948,0.01496,0.01373
5740,0.55965,0.00908,0.01414,0.01374
5880,0.56028,0.00924,0.01444,0.12179
6020,0.55926,0.00929,0.01399,0.01206
6160,0.55933,0.0095,0.01403,0.03848
6300,0.55933,0.00914,0.014,0.01301
