epoch,acc,loss,val_acc,val_loss
96,0.9948861425580404,0.014533460984267934,0.7835584459890023,1.6618623254655778
97,0.9954419966278186,0.013945272655776981,0.7838919460823164,1.77293469163603
98,0.995849622945656,0.012734160609983091,0.7928964483135638,1.7504830059457346
99,0.9957199236627078,0.012614346050411184,0.7840586961240038,1.606855812401936
100,0.9954419966278186,0.01377352987407219,0.778889444831691,1.7023962619047435
101,0.9955716959107669,0.013866464678702043,0.77305319335275,1.8792928552476489
102,0.995423468158826,0.014274073086797841,0.7763881941964393,1.6896058937023137
103,0.9955346389727817,0.013278051568283489,0.7787226947900036,1.590240475911587
104,0.9963128346704712,0.012864253550026331,0.7705519427671936,1.64588604284283
105,0.995942265290619,0.012816473119364687,0.7762214441547518,1.6090349023374335
106,0.9955346389727817,0.013362217315593618,0.7778889445716269,1.708269609974805
107,0.9961275499805451,0.011652358907117062,0.7797231950401285,1.790350921634676
108,0.9971836727131237,0.009474749494114875,0.7835584459989413,1.741708205106836
109,0.9952381834688999,0.014843059336163918,0.7868934468227524,1.8378784664873482
110,0.9957940375386782,0.012852767302001597,0.7768884443413799,1.706315576264873
111,0.9968686887402494,0.010440002961324708,0.7868934468326916,1.8336051540492435
112,0.9956828667247225,0.013319747672991397,0.7848924463324414,1.7983524032845306
113,0.9964610624224121,0.011725785540377209,0.7763881942262565,1.8820642287559821
114,0.9957384521317003,0.014016656452096885,0.7797231950500677,1.9152627788783512
115,0.9962016638565155,0.01392025567433846,0.7842254461756304,1.6957439480969683
116,0.9963498916084564,0.01144223419098248,0.7805569452684443,1.725405108835253
117,0.9965166478293899,0.011389732417050125,0.7798899451016943,1.88743423644316
118,0.9962943062014785,0.012007218610197413,0.7725529432376266,1.696433383622964
119,0.9966278186433455,0.011151427495973783,0.7857261965607572,1.78070040426593
120,0.9967945748642789,0.01099215160683636,0.7805569452386271,1.7555819837097248
121,0.9959793222286043,0.012541544539624468,0.7760546941528206,1.7501504422029257
122,0.9958496229533866,0.011825981881672444,0.7780556946232535,1.910400304274299
123,0.9960534361045746,0.011657267670651172,0.7832249459056272,1.6358531808304513
124,0.9963684200851797,0.014575711327786987,0.7943971986887514,1.6997053597755425
125,0.9968501602712568,0.01092703033639605,0.7808904453418802,1.7720237964587509
126,0.9972022011821163,0.009069893365046468,0.7797231950699458,1.8170039388603503
127,0.9960719645735673,0.012750792609933973,0.784058696133943,1.816676043820059
128,0.9963128346704712,0.01083318545237677,0.7763881942361957,1.7353951400650607
129,0.9957940375386782,0.012568208119877307,0.784058696143882,1.72758555428195
130,0.9971466157751385,0.009282064359906599,0.7862264466758806,1.6891122523875997
131,0.9970910303681607,0.00979035870961495,0.786393196707629,1.890678533061417
132,0.9959237368216264,0.012160712158767796,0.7795564450083802,1.6688156314386773
133,0.9965351762983825,0.011033232421836098,0.7793896949567536,1.5653678494651098
134,0.997406014341035,0.00885755338717594,0.7765549442480659,1.8029075306973021
135,0.9965907617130909,0.01001421099512441,0.7853926964773821,1.7401965539893132
136,0.9968686887402494,0.01051718016533368,0.7850591963940071,1.8220411490773845
137,0.9967760463952864,0.010524892816435774,0.7737201935294391,1.7553342427534722
138,0.9970539734301754,0.009288749346113118,0.7812239454053771,1.8358391514416037
139,0.9974430712790202,0.0084925832334924,0.7832249459255054,1.8717135462300547
140,0.9963869485464416,0.01047428324397272,0.7875604469994416,1.9358311032223188
141,0.9965351762983825,0.010896619967737354,0.7825579457587554,1.912643893353041
142,0.9973319004650646,0.009368033177581345,0.7900616976446324,1.645236058534931
143,0.9967945748642789,0.010869990244308701,0.786393196707629,1.7302515853419391
144,0.9967575179262937,0.009623522115228158,0.7893946974679432,1.5900185634558333
145,0.9965722332363677,0.011402519013251873,0.7818909455621881,1.7958764114717016
146,0.9971836727131237,0.008816921374489214,0.7803901952068786,1.7730734011163627
147,0.996979859554205,0.010805320346418052,0.7800566951135646,1.8100557376965893
148,0.9973319004650646,0.007919241302677725,0.7845589462490664,2.1734704918040024
149,0.9970169164921903,0.010045312513291943,0.7817241955602569,1.6907605253817222
150,0.997220729651109,0.010091792210579525,0.7930631983950076,1.7218800392154059
151,0.9967760463952864,0.0094364449471224,0.7858929465825665,1.6192846005213783
152,0.9974060143487656,0.00799782778069232,0.7885609472595058,1.6027939718763928
153,0.997165144244131,0.009538400127041647,0.7775554445180691,1.9310518478738958
154,0.997498656685998,0.008248443401129192,0.7830581958738788,2.0782812020968295
155,0.9976468844379389,0.007705488913657446,0.7827246958004428,2.008087311185398
156,0.9969983880231976,0.010268332334315818,0.7903951977280074,1.9819583005859034
157,0.9970354449611829,0.010874362420668032,0.786726696781065,1.5681437047020443
158,0.9965907617130909,0.011473676523945552,0.7848924463225023,1.6173037133336923
159,0.9979803968798058,0.007012937247394379,0.7898949475731276,1.894876443964055
160,0.9974430712790202,0.00835282455223892,0.7790561948733785,1.9321373983961712
161,0.9971466157751385,0.009678197254929112,0.7857261965408789,1.7520070126081717
162,0.9982953808526801,0.0066892050241729156,0.7878939470828166,1.9833665946055914
163,0.9974245428100276,0.008856853748221693,0.7817241955503178,1.7268958154550806
164,0.9972763150580868,0.008900064503726253,0.787060196874379,1.798419884608073
165,0.997832169127865,0.007177545502919188,0.7883941972178182,1.9372869708726104
166,0.9974430712790202,0.008758473178387802,0.783725196060507,2.1546967147647766
167,0.9969428026162198,0.010225237247084473,0.785392696457504,1.9051586424328395
168,0.9977395267829019,0.007955853750804213,0.7842254461557523,1.797900897454317
169,0.997165144244131,0.008766203630312103,0.7825579457388772,1.5484884891864636
170,0.9977024698449167,0.007998624085875239,0.7878939470629385,1.8900881364621063
171,0.9975912990309611,0.0075175011642839365,0.7798899450818161,1.874561331203347
172,0.9976839413759241,0.007646870364313281,0.7845589462689445,1.6981572782832304
173,0.997832169127865,0.007671359365413528,0.7838919460624382,2.0906003773043467
174,0.9976283559689463,0.007199995944918015,0.7877271970510682,1.879394659185799
175,0.9972948435270793,0.009060554894603074,0.7858929465925055,1.8269227937358368
176,0.9977580552518945,0.007840065701360227,0.7812239454053771,2.0535195243941042
177,0.9977951121898797,0.007256586910336992,0.787060196874379,1.860190298192716
178,0.9975542420929758,0.007917555776052769,0.7813906954470646,2.0265088548894044
179,0.9973874858720424,0.008564022180981352,0.7837251960505679,1.7664780980928034
180,0.9969242741472272,0.01218563701375256,0.7797231950699458,1.796682388122149
181,0.9972392581201015,0.008912268812707388,0.7790561948932567,2.2048831948125605
182,0.9974801282170054,0.007652273462837912,0.7863931967275072,1.7700080687510324
183,0.9977395267829019,0.009364124955934382,0.7867266967711258,1.8195159983511704
184,0.9976283559689463,0.008271915655296457,0.778555944738377,1.8933284892148528
185,0.9977951121898797,0.006411515455325184,0.7827246958004428,2.123077993534477
186,0.9968131033332716,0.01215895735931695,0.7795564450083802,1.6790945772848787
187,0.9978136406588723,0.008082012809973086,0.7828914458421303,2.0814634344270475
188,0.9976468844379389,0.008484519619318513,0.7875604469994416,2.068062176878539
189,0.9978506975968575,0.007344955216337325,0.7875604469795634,2.1479156671692294
190,0.9984065516666358,0.005512939102061261,0.7895614475096308,1.5885365798470574
191,0.9978692260658502,0.006677116854987351,0.7865599467890728,1.929873194876603
192,0.9975912990309611,0.008492017710099296,0.7905619477597559,1.7654311193790917
193,0.9976098274999536,0.008094356388682625,0.793896948583567,1.570477169633846
194,0.9973689574030498,0.009191744997363296,0.7740536936326923,1.6489780612721012
195,0.997498656685998,0.008322243073466632,0.7772219444346941,1.8006078931755358
196,0.9977580552518945,0.008513690602737689,0.7848924463225023,1.873135121679314
197,0.9975357136239833,0.009093493333506954,0.7807236952902536,2.023063254392165
198,0.997924811472828,0.007203614681374001,0.7942304486470638,1.8565600370792263
199,0.9976098274999536,0.00806498223246706,0.7847256962907538,1.7562522372544278
