epoch,acc,loss,val_acc,val_loss
0,0.8031906023572138,0.43014871500069013,0.8145739537329401,0.4062876237846125
1,0.81658668543666,0.401387440949235,0.818075704628256,0.40164237780652084
2,0.8239239591577324,0.3882343477748344,0.820743705285317,0.39533385618022826
3,0.8268699857430183,0.37715615033087363,0.818075704638195,0.39725171586404506
4,0.8364677326734581,0.3645475036459023,0.8204102051820639,0.3973098605081044
5,0.8394878731214619,0.3529785669171762,0.8172419543999403,0.4024261687623673
6,0.8475848140612917,0.33743985693282147,0.8154077039711949,0.41912724558504416
7,0.8546812176854602,0.3234250012035113,0.8094047024406272,0.4215307726211223
8,0.8613514665283207,0.30756827197740216,0.815240953889751,0.46092664769078684
9,0.8678549591524566,0.29195908616113325,0.8007337002927549,0.4943886311805226
10,0.8778232754704792,0.2741909021080723,0.8080707020872491,0.4863804463686616
11,0.8860869726433908,0.2561004364742971,0.801567450451497,0.5132006506771172
12,0.8945174260328183,0.23947446670827935,0.7973986994291875,0.5728813266086245
13,0.9012988456708598,0.22464355283656545,0.8000667001061267,0.6145196323973627
14,0.9084693631709988,0.20733514535181036,0.7970651993458124,0.6375309686293418
15,0.9164921902447977,0.1913510897155225,0.7997332000426298,0.719223857005477
16,0.922124844826281,0.17853504242349436,0.7920626980852481,0.7554773804404764
17,0.9293880046691742,0.16257852027072092,0.7905619477199995,0.8585128776625989
18,0.9356506271964061,0.1517907583612591,0.7885609472495666,0.8880962075363383
19,0.9421911767507964,0.13890242799325525,0.788727697271376,0.8194622706826258
20,0.9455633580997203,0.12963291162601523,0.7842254461557523,0.8664815878895933
21,0.9524559485649701,0.11661994353115379,0.7872269468961884,1.062094910275604
22,0.9556428452339073,0.11129820701725693,0.79222944818657,1.029132029166197
23,0.9587000426154787,0.10071705238829194,0.790395197668373,1.010160365978519
24,0.9633692167960938,0.0899263843464676,0.796564949230689,1.080522981846116
25,0.9648514943287549,0.08875390176866192,0.7872269469160665,1.1464525558599854
26,0.9686127735265235,0.0789485464673195,0.7765549442480659,1.166411600729933
27,0.9707620759373966,0.07516186127181303,0.7798899450818161,1.2274584135890743
28,0.972503752014971,0.07206159378654477,0.7907286977716261,1.1109856300320609
29,0.9747827536955398,0.06538199139935473,0.7878939470828166,1.1975420615822947
30,0.9766356006003224,0.06061915937916467,0.7757211940396284,1.2870894254039125
31,0.9766726575460383,0.06074954042770027,0.7855594464892524,1.2376300748714073
32,0.9796372125771248,0.053441064264224625,0.7782224446550019,1.3412904968575
33,0.9807674491856738,0.0528228568561896,0.784058696133943,1.266496906881633
34,0.9810639046895555,0.05143754040678886,0.7885609472296885,1.2782690589857715
35,0.9834355487206092,0.046053702347894104,0.7888944473428807,1.3321492142810094
36,0.98443608604621,0.04338929818678643,0.7907286977716261,1.3799857320001527
37,0.9842137444182987,0.04552263740870551,0.7787226947701253,1.0842692906883968
38,0.9853069240888626,0.04130660890217604,0.7863931966778117,1.2903043689659401
39,0.9855477941857664,0.040507657589744346,0.7880606971046259,1.3403088957821705
40,0.9865483315113672,0.03918410089872697,0.7713856929557531,1.3582301419318388
41,0.9866224453950683,0.03867543342403296,0.7853926964475648,1.2651491536683832
42,0.9864556891741348,0.03748798092229419,0.7810571953835678,1.3375636781874112
43,0.9889199755501517,0.03306468792783033,0.7818909455721271,1.3437886086229047
44,0.9879379666858128,0.03405878805104315,0.7813906954669427,1.4230196079413493
45,0.9880491374997684,0.03367429307541556,0.7840586961240038,1.3593947720444162
46,0.9886235200385393,0.033293960269043785,0.785392696467443,1.3216971802437167
47,0.9883641214726427,0.031196072353119483,0.7853926964475648,1.366958471980118
48,0.9899390413370143,0.029114368877446922,0.7912289479066277,1.5232975920260061
49,0.9904207815308221,0.02806262787402937,0.7788894448217519,1.4496092004578809
50,0.9896611143021252,0.030935911585162377,0.789061197354751,1.4694077170290747
51,0.9897537566470882,0.028642240346916654,0.7842254461955086,1.5014466644227953
52,0.9899760982749995,0.0274688132861327,0.7848924463423805,1.4761030471621106
53,0.9910322210075782,0.025126592523087448,0.7820576956237537,1.595557770968398
54,0.9914027903874303,0.02554914483456308,0.7848924463622586,1.3931865304514668
55,0.9897537566470882,0.028673751773457122,0.7843921962073789,1.3733666655578791
56,0.9915139612013859,0.024792137843201202,0.7893946974281869,1.4800442779423972
57,0.9919957013951937,0.02339104398766603,0.7785559447184988,1.4631667253433196
58,0.991087806414556,0.02488048939261673,0.7843921961775616,1.4734195116978794
59,0.9924218561820237,0.022589569913130016,0.778889444831691,1.5316470312996668
60,0.991273091104482,0.025027745060455794,0.7865599467592556,1.529639820546056
61,0.9929221248448241,0.0214254091673006,0.7885609472495666,1.4650462293537414
62,0.9916621889533268,0.023790046927613818,0.7817241955602569,1.524569431861202
63,0.991606603546349,0.023221640532639132,0.7718859430907546,1.6837719795165984
64,0.9931259380037427,0.02127880458048857,0.7805569452585052,1.5114399035493393
65,0.993774434418484,0.018922491160452692,0.7770551943631894,1.7624768769917973
66,0.992551555464972,0.02127675643690587,0.7842254461855696,1.6402855722908578
67,0.9946267439998746,0.01645998351309363,0.791895948103195,1.5837596996597436
68,0.9926627262789276,0.021194931241458024,0.787393696947815,1.5958098393590208
69,0.9929962387285252,0.02038648253188129,0.779889945071877,1.6042229308671747
70,0.9933482796316541,0.020803800510009178,0.7818909455820662,1.5111737140361639
71,0.9936262066665431,0.019551340829047054,0.7847256962907538,1.6597806272336557
72,0.9939041337014323,0.018883129318871025,0.7812239454153161,1.5269942633485882
73,0.994293231550277,0.018064734193927106,0.7802234451850693,1.7169910239362312
74,0.9929962387207945,0.021179401135682525,0.7885609472396276,1.5808829781371831
75,0.9939226621781555,0.018644374302694684,0.7843921962173179,1.4894070813750075
76,0.9945155731781883,0.017224569083593086,0.7822244456853193,1.4512091922982646
77,0.9950899557169591,0.016558791296570913,0.7767216942996925,1.7621172679868047
78,0.9926812547556508,0.021005697886080362,0.78706019686444,1.473385100446583
79,0.9946823293991217,0.015293779939341837,0.786393196707629,1.7003910220303455
80,0.9935150358525875,0.018226699445154766,0.7832249459453835,1.6454026095167844
81,0.9940708899223657,0.018359008425797102,0.775220943944383,1.3669363081166996
82,0.9949787849030035,0.015459874790420833,0.7898949475731276,1.4855849674110992
83,0.994997313371996,0.015402166926995357,0.7875604470193197,1.6371410139922562
84,0.9940523614533731,0.01738776588612025,0.780223445155252,1.4274303565646322
85,0.9950158418409887,0.015098992948433565,0.7875604470292588,1.6313596682209004
86,0.9948305571510626,0.01633572261929484,0.7902284476763808,1.4152378342997258
87,0.9942747030812844,0.01644218119241346,0.7810571953736286,1.7210215529501787
88,0.9952196549999074,0.01425007539291148,0.7822244456555022,1.6142135893322536
89,0.9947749717440848,0.01590610469204802,0.7800566951235036,1.5530544865900662
90,0.994997313371996,0.014983132865229405,0.7755544439979408,1.7128416417299837
91,0.9955346389727817,0.014288705918886568,0.7832249458956881,1.6169678897326523
92,0.9950343703099813,0.016131009033791863,0.7923961982183184,1.5812271428104239
93,0.9946267439921439,0.015518108848637404,0.7822244456753803,1.598291054713402
94,0.9950899557246898,0.014569599968873108,0.7925629482301887,1.5321871630644945
95,0.9961831353875229,0.012276899136568268,0.7735534434778125,1.601962970081162
