iter,acc,nmi,ari,loss
0,0.7121,0.14734,0.17984,0
140,0.71953,0.15207,0.19275,0.0016
280,0.72047,0.15201,0.1944,0.00285
420,0.7195,0.15079,0.1927,0.0099
560,0.72222,0.15351,0.19751,0.03722
700,0.7251,0.15493,0.20267,0.04184
840,0.72515,0.15455,0.20276,0.03755
980,0.72755,0.15673,0.2071,0.03734
1120,0.7256,0.15528,0.20357,0.03324
1260,0.72442,0.15539,0.20144,0.0411
1400,0.72349,0.15441,0.19977,0.03118
1540,0.72465,0.1553,0.20186,0.03019
1680,0.72128,0.15272,0.19585,0.02814
1820,0.71898,0.15203,0.19178,0.02904
1960,0.71648,0.1505,0.1874,0.02553
2100,0.71973,0.15393,0.19309,0.02462
2240,0.72018,0.1541,0.19389,0.02582
2380,0.7205,0.15459,0.19445,0.02732
2520,0.71481,0.14972,0.18451,0.02255
2660,0.7145,0.1494,0.18396,0.02521
2800,0.713,0.1489,0.18137,0.02005
2940,0.71138,0.14739,0.17861,0.02034
3080,0.71428,0.14965,0.18358,0.02058
3220,0.71428,0.14942,0.18358,0.02135
3360,0.71418,0.14977,0.1834,0.02112
3500,0.7146,0.15041,0.18412,0.0162
3640,0.7151,0.15101,0.18498,0.03026
3780,0.71488,0.15078,0.18461,0.02508
3920,0.71468,0.14993,0.18427,0.01967
4060,0.7158,0.1502,0.18621,0.01511
4200,0.71797,0.15176,0.18999,0.01672
4340,0.7156,0.15079,0.18586,0.01492
4480,0.71308,0.14796,0.18153,0.01563
4620,0.71295,0.14788,0.1813,0.01605
4760,0.71445,0.14945,0.18387,0.01506
4900,0.71495,0.14949,0.18474,0.01633
5040,0.71415,0.14884,0.18336,0.01715
5180,0.71728,0.15099,0.1888,0.01376
5320,0.71918,0.15265,0.19213,0.01601
5460,0.71812,0.15157,0.19026,0.01282
5600,0.71708,0.15126,0.18845,0.02472
5740,0.71675,0.15141,0.18786,0.01404
5880,0.71283,0.14902,0.18108,0.16448
6020,0.71558,0.15065,0.18583,0.0237
6160,0.69854,0.141,0.15729,0.02743
6300,0.70037,0.14134,0.16028,0.02857
6440,0.69981,0.14074,0.15936,0.01269
6580,0.69889,0.13985,0.15789,0.01535
6720,0.69959,0.14014,0.15902,0.01406
6860,0.69377,0.13583,0.14976,0.06706
7000,0.6928,0.13601,0.14822,0.00995
7140,0.6967,0.1383,0.15439,0.01771
7280,0.69692,0.13817,0.15474,0.01131
7420,0.69832,0.13923,0.15698,0.01196
7560,0.69774,0.13792,0.15607,0.01331
7700,0.69664,0.13651,0.15433,0.01276
7840,0.6916,0.13202,0.14644,0.02547
7980,0.69804,0.13336,0.15667,0.01357
8120,0.69844,0.13432,0.15729,0.00997
8260,0.69754,0.13438,0.15584,0.04259
8400,0.70036,0.13676,0.16036,0.01119
8540,0.70074,0.13661,0.16099,0.01194
8680,0.70277,0.1369,0.16433,0.01338
8820,0.70099,0.13635,0.1614,0.01231
8960,0.70544,0.14012,0.16869,0.09177
9100,0.70518,0.13994,0.16825,0.02633
9240,0.70463,0.14016,0.16733,0.01122
9380,0.70231,0.13857,0.16352,0.0288
9520,0.70282,0.13831,0.16438,0.01358
9660,0.70242,0.1381,0.16372,0.00939
9800,0.70271,0.13974,0.16416,0.01241
9940,0.70146,0.13907,0.16211,0.00859
10080,0.70047,0.13864,0.16051,0.0223
10220,0.70092,0.13951,0.16122,0.01137
10360,0.70216,0.13987,0.16325,0.01004
10500,0.69817,0.13761,0.15678,0.00905
10640,0.69969,0.13911,0.15921,0.05167
10780,0.69662,0.13814,0.15426,0.01028
10920,0.69774,0.13898,0.15604,0.00935
11060,0.69727,0.13817,0.15531,0.01295
11200,0.70523,0.14303,0.16827,0.11043
11340,0.70688,0.1444,0.17101,0.00856
11480,0.70811,0.14419,0.1731,0.02181
11620,0.70704,0.14385,0.1713,0.00885
11760,0.70559,0.14311,0.16888,0.00937
11900,0.70296,0.14087,0.16455,0.02443
12040,0.70406,0.14169,0.16635,0.00701
12180,0.70137,0.13983,0.16196,0.0278
12320,0.69937,0.13858,0.15871,0.04695
12460,0.70049,0.13974,0.16051,0.00856
12600,0.69931,0.13858,0.1586,0.00847
12740,0.69726,0.13669,0.15532,0.00878
12880,0.6915,0.13362,0.14623,0.07514
13020,0.69479,0.13612,0.15137,0.06913
13160,0.69254,0.13471,0.14783,0.00825
13300,0.69304,0.13435,0.14864,0.00901
13440,0.69475,0.13538,0.15134,0.00891
13580,0.69882,0.13828,0.15782,0.00762
13720,0.69911,0.13872,0.15827,0.01379
13860,0.70456,0.14257,0.16717,0.00822
14000,0.70142,0.14016,0.16203,0.03979
14140,0.70329,0.14125,0.16509,0.00768
14280,0.70359,0.1422,0.16557,0.00818
14420,0.70323,0.14243,0.16495,0.01399
14560,0.70493,0.14321,0.16777,0.01815
14700,0.70373,0.14297,0.16577,0.05169
14840,0.70226,0.14134,0.16338,0.03476
14980,0.70389,0.14141,0.16608,0.00836
15120,0.70339,0.14115,0.16526,0.00839
15260,0.70339,0.14022,0.16528,0.0081
15400,0.70338,0.13954,0.16526,0.00761
15540,0.70156,0.13831,0.16229,0.03316
15680,0.69971,0.1365,0.1593,0.00819
15820,0.70071,0.13678,0.16093,0.00731
15960,0.70089,0.13693,0.16123,0.01895
16100,0.70247,0.13778,0.16381,0.00713
16240,0.70394,0.13899,0.16622,0.00922
16380,0.70333,0.13785,0.16522,0.01103
16520,0.69756,0.13483,0.15585,0.0107
16660,0.70057,0.13592,0.16073,0.0069
16800,0.70154,0.13691,0.16229,0.00737
16940,0.69856,0.13474,0.15747,0.00839
17080,0.69615,0.12805,0.15376,0.06761
17220,0.69717,0.12886,0.15537,0.00608
17360,0.69859,0.12939,0.15764,0.00731
17500,0.69644,0.12964,0.15418,0.00774
17640,0.69629,0.12942,0.15394,0.00763
17780,0.69707,0.12973,0.15519,0.01117
17920,0.69739,0.12995,0.1557,0.0286
18060,0.69677,0.12985,0.15471,0.00738
18200,0.69741,0.12983,0.15573,0.00863
18340,0.69809,0.1299,0.15682,0.01973
18480,0.69766,0.12855,0.15615,0.0066
18620,0.70051,0.13056,0.16073,0.00616
18760,0.69812,0.12926,0.15689,0.00683
18900,0.69767,0.12928,0.15617,0.01415
19040,0.69822,0.13005,0.15704,0.01061
19180,0.69897,0.13025,0.15824,0.00688
19320,0.70067,0.13143,0.16098,0.00774
19460,0.70162,0.13245,0.16252,0.00635
19600,0.70411,0.13456,0.16657,0.00754
19740,0.70212,0.13342,0.16332,0.00669
19880,0.70236,0.13317,0.16371,0.0069
